Date,close
2017-06-24,44.491798400878906
2017-06-25,43.924400329589844
2017-06-26,41.13180160522461
2017-06-27,40.541500091552734
2017-06-28,42.8494987487793
2017-06-29,41.06529998779297
2017-06-30,40.35430145263672
2017-07-01,38.98820114135742
2017-07-02,41.56760025024414
2017-07-03,46.425201416015625
2017-07-04,55.33440017700195
2017-07-05,53.19449996948242
2017-07-06,51.13029861450195
2017-07-07,46.57550048828125
2017-07-08,52.13850021362305
2017-07-09,49.580501556396484
2017-07-10,46.57640075683594
2017-07-11,45.3307991027832
2017-07-12,48.75120162963867
2017-07-13,46.32780075073242
2017-07-14,42.80270004272461
2017-07-15,38.92390060424805
2017-07-16,40.912899017333984
2017-07-17,42.669700622558594
2017-07-18,44.302398681640625
2017-07-19,40.86439895629883
2017-07-20,45.01570129394531
2017-07-21,45.76300048828125
2017-07-22,46.55830001831055
2017-07-23,44.05590057373047
2017-07-24,44.40549850463867
2017-07-25,42.24129867553711
2017-07-26,42.229698181152344
2017-07-27,42.139801025390625
2017-07-28,40.614601135253906
2017-07-29,41.115501403808594
2017-07-30,40.422000885009766
2017-07-31,43.022701263427734
2017-08-01,43.03630065917969
2017-08-02,42.132198333740234
2017-08-03,42.86149978637695
2017-08-04,43.44969940185547
2017-08-05,46.85900115966797
2017-08-06,45.10300064086914
2017-08-07,45.795501708984375
2017-08-08,48.631900787353516
2017-08-09,48.01190185546875
2017-08-10,46.49980163574219
2017-08-11,47.09939956665039
2017-08-12,46.43389892578125
2017-08-13,45.812801361083984
2017-08-14,45.804500579833984
2017-08-15,43.30649948120117
2017-08-16,44.15119934082031
2017-08-17,43.91460037231445
2017-08-18,47.28139877319336
2017-08-19,45.47999954223633
2017-08-20,46.23099899291992
2017-08-21,47.93600082397461
2017-08-22,46.72710037231445
2017-08-23,53.24810028076172
2017-08-24,50.18560028076172
2017-08-25,51.17679977416992
2017-08-26,51.74959945678711
2017-08-27,61.15879821777344
2017-08-28,62.355499267578125
2017-08-29,63.16699981689453
2017-08-30,64.16929626464844
2017-08-31,71.05509948730469
2017-09-01,86.03970336914062
2017-09-02,79.02429962158203
2017-09-03,76.84300231933594
2017-09-04,65.20580291748047
2017-09-05,71.2947998046875
2017-09-06,80.11430358886719
2017-09-07,78.48429870605469
2017-09-08,67.7947998046875
2017-09-09,66.00910186767578
2017-09-10,61.61349868774414
2017-09-11,66.03990173339844
2017-09-12,64.23370361328125
2017-09-13,61.730098724365234
2017-09-14,41.58489990234375
2017-09-15,48.21260070800781
2017-09-16,48.25830078125
2017-09-17,48.49020004272461
2017-09-18,55.52539825439453
2017-09-19,52.83530044555664
2017-09-20,51.73379898071289
2017-09-21,46.60580062866211
2017-09-22,48.090301513671875
2017-09-23,49.27159881591797
2017-09-24,47.61830139160156
2017-09-25,51.580101013183594
2017-09-26,51.54679870605469
2017-09-27,56.28310012817383
2017-09-28,54.085201263427734
2017-09-29,52.62300109863281
2017-09-30,55.142398834228516
2017-10-01,54.54330062866211
2017-10-02,53.375999450683594
2017-10-03,52.34960174560547
2017-10-04,51.39950180053711
2017-10-05,51.669498443603516
2017-10-06,52.12009811401367
2017-10-07,52.58399963378906
2017-10-08,53.142601013183594
2017-10-09,50.16400146484375
2017-10-10,50.717098236083984
2017-10-11,50.88750076293945
2017-10-12,60.107601165771484
2017-10-13,59.42890167236328
2017-10-14,63.950199127197266
2017-10-15,65.46739959716797
2017-10-16,64.62190246582031
2017-10-17,59.479000091552734
2017-10-18,60.73080062866211
2017-10-19,59.73970031738281
2017-10-20,60.33060073852539
2017-10-21,58.20180130004883
2017-10-22,56.807899475097656
2017-10-23,54.92020034790039
2017-10-24,55.963199615478516
2017-10-25,56.494300842285156
2017-10-26,55.737998962402344
2017-10-27,55.332401275634766
2017-10-28,54.69390106201172
2017-10-29,57.10639953613281
2017-10-30,56.390499114990234
2017-10-31,55.75410079956055
2017-11-01,53.18080139160156
2017-11-02,54.737300872802734
2017-11-03,56.181400299072266
2017-11-04,55.037200927734375
2017-11-05,54.74639892578125
2017-11-06,55.17369842529297
2017-11-07,61.29520034790039
2017-11-08,62.57310104370117
2017-11-09,64.26969909667969
2017-11-10,59.260101318359375
2017-11-11,62.30329895019531
2017-11-12,59.005401611328125
2017-11-13,61.39649963378906
2017-11-14,62.67959976196289
2017-11-15,63.82360076904297
2017-11-16,71.0602035522461
2017-11-17,67.56900024414062
2017-11-18,69.6436996459961
2017-11-19,71.58930206298828
2017-11-20,72.25279998779297
2017-11-21,70.0282974243164
2017-11-22,71.8927993774414
2017-11-23,73.22339630126953
2017-11-24,77.96829986572266
2017-11-25,88.81690216064453
2017-11-26,85.92680358886719
2017-11-27,91.60269927978516
2017-11-28,96.03379821777344
2017-11-29,85.57099914550781
2017-11-30,88.33070373535156
2017-12-01,99.00370025634766
2017-12-02,100.28399658203125
2017-12-03,101.26300048828125
2017-12-04,104.23600006103516
2017-12-05,102.39700317382812
2017-12-06,100.35199737548828
2017-12-07,98.29239654541016
2017-12-08,124.84600067138672
2017-12-09,155.24200439453125
2017-12-10,148.66000366210938
2017-12-11,214.2030029296875
2017-12-12,316.15899658203125
2017-12-13,302.60198974609375
2017-12-14,279.3280029296875
2017-12-15,299.77899169921875
2017-12-16,298.97198486328125
2017-12-17,318.718994140625
2017-12-18,358.33599853515625
2017-12-19,350.25299072265625
2017-12-20,314.6210021972656
2017-12-21,317.4620056152344
2017-12-22,264.9320068359375
2017-12-23,288.2659912109375
2017-12-24,275.9800109863281
2017-12-25,273.3900146484375
2017-12-26,286.5039978027344
2017-12-27,272.17401123046875
2017-12-28,249.92999267578125
2017-12-29,245.5019989013672
2017-12-30,218.96299743652344
2017-12-31,232.0959930419922
2018-01-01,229.0330047607422
2018-01-02,255.6840057373047
2018-01-03,245.3679962158203
2018-01-04,241.3699951171875
2018-01-05,249.27099609375
2018-01-06,296.4540100097656
2018-01-07,288.45098876953125
2018-01-08,255.76300048828125
2018-01-09,247.03700256347656
2018-01-10,250.51800537109375
2018-01-11,229.36599731445312
2018-01-12,236.8560028076172
2018-01-13,259.1929931640625
2018-01-14,238.6750030517578
2018-01-15,232.7740020751953
2018-01-16,188.33099365234375
2018-01-17,186.51600646972656
2018-01-18,192.83700561523438
2018-01-19,192.96400451660156
2018-01-20,211.01800537109375
2018-01-21,190.42100524902344
2018-01-22,180.00799560546875
2018-01-23,177.8070068359375
2018-01-24,179.98699951171875
2018-01-25,180.27200317382812
2018-01-26,176.73399353027344
2018-01-27,180.88600158691406
2018-01-28,193.86500549316406
2018-01-29,181.66400146484375
2018-01-30,165.2760009765625
2018-01-31,163.3509979248047
2018-02-01,142.2969970703125
2018-02-02,131.37899780273438
2018-02-03,160.25
2018-02-04,148.02499389648438
2018-02-05,125.33000183105469
2018-02-06,142.99099731445312
2018-02-07,138.2030029296875
2018-02-08,149.46600341796875
2018-02-09,163.9499969482422
2018-02-10,155.59300231933594
2018-02-11,148.99000549316406
2018-02-12,161.5659942626953
2018-02-13,159.5540008544922
2018-02-14,213.35899353027344
2018-02-15,225.42599487304688
2018-02-16,230.12399291992188
2018-02-17,229.46499633789062
2018-02-18,215.73599243164062
2018-02-19,223.0570068359375
2018-02-20,232.8509979248047
2018-02-21,213.3520050048828
2018-02-22,195.30799865722656
2018-02-23,209.3090057373047
2018-02-24,209.4219970703125
2018-02-25,220.47500610351562
2018-02-26,220.96200561523438
2018-02-27,216.5989990234375
2018-02-28,202.89500427246094
2018-03-01,209.75
2018-03-02,212.55599975585938
2018-03-03,210.64300537109375
2018-03-04,213.7989959716797
2018-03-05,211.1750030517578
2018-03-06,196.6009979248047
2018-03-07,185.83900451660156
2018-03-08,176.51100158691406
2018-03-09,187.16799926757812
2018-03-10,177.73199462890625
2018-03-11,188.9459991455078
2018-03-12,178.23399353027344
2018-03-13,175.78199768066406
2018-03-14,161.1009979248047
2018-03-15,164.4759979248047
2018-03-16,165.4499969482422
2018-03-17,152.968994140625
2018-03-18,154.07400512695312
2018-03-19,161.14199829101562
2018-03-20,168.81700134277344
2018-03-21,169.052001953125
2018-03-22,163.6719970703125
2018-03-23,167.83200073242188
2018-03-24,159.63099670410156
2018-03-25,160.08399963378906
2018-03-26,149.2209930419922
2018-03-27,135.7790069580078
2018-03-28,131.7469940185547
2018-03-29,114.67900085449219
2018-03-30,118.5979995727539
2018-03-31,116.60700225830078
2018-04-01,115.22200012207031
2018-04-02,119.30599975585938
2018-04-03,134.47000122070312
2018-04-04,118.41200256347656
2018-04-05,119.13099670410156
2018-04-06,113.15499877929688
2018-04-07,116.26000213623047
2018-04-08,117.6709976196289
2018-04-09,114.98999786376953
2018-04-10,114.26300048828125
2018-04-11,118.29100036621094
2018-04-12,129.3350067138672
2018-04-13,125.35399627685547
2018-04-14,126.29399871826172
2018-04-15,132.0449981689453
2018-04-16,128.3350067138672
2018-04-17,132.92799377441406
2018-04-18,139.9969940185547
2018-04-19,146.3000030517578
2018-04-20,155.53700256347656
2018-04-21,148.9340057373047
2018-04-22,146.7740020751953
2018-04-23,152.2519989013672
2018-04-24,165.781005859375
2018-04-25,144.76400756835938
2018-04-26,153.6790008544922
2018-04-27,145.90499877929688
2018-04-28,152.29600524902344
2018-04-29,153.63099670410156
2018-04-30,148.4770050048828
2018-05-01,148.48800659179688
2018-05-02,151.57699584960938
2018-05-03,161.45899963378906
2018-05-04,168.78799438476562
2018-05-05,177.76199340820312
2018-05-06,171.8000030517578
2018-05-07,164.87899780273438
2018-05-08,159.61700439453125
2018-05-09,157.05499267578125
2018-05-10,149.86900329589844
2018-05-11,137.11700439453125
2018-05-12,141.8820037841797
2018-05-13,144.58799743652344
2018-05-14,147.71400451660156
2018-05-15,139.8800048828125
2018-05-16,139.26800537109375
2018-05-17,132.7729949951172
2018-05-18,136.0570068359375
2018-05-19,135.32000732421875
2018-05-20,139.697998046875
2018-05-21,134.50900268554688
2018-05-22,128.67599487304688
2018-05-23,119.31400299072266
2018-05-24,122.61299896240234
2018-05-25,119.44200134277344
2018-05-26,118.2770004272461
2018-05-27,117.99199676513672
2018-05-28,111.5979995727539
2018-05-29,119.56800079345703
2018-05-30,117.53299713134766
2018-05-31,118.0739974975586
2018-06-01,119.91500091552734
2018-06-02,123.30699920654297
2018-06-03,125.5
2018-06-04,119.90299987792969
2018-06-05,121.70099639892578
2018-06-06,121.18299865722656
2018-06-07,121.4260025024414
2018-06-08,120.08399963378906
2018-06-09,117.74099731445312
2018-06-10,107.04399871826172
2018-06-11,107.51599884033203
2018-06-12,100.75199890136719
2018-06-13,94.07559967041016
2018-06-14,101.15399932861328
2018-06-15,96.6760025024414
2018-06-16,97.5770034790039
2018-06-17,96.10260009765625
2018-06-18,98.81900024414062
2018-06-19,98.83769989013672
2018-06-20,97.99349975585938
2018-06-21,96.92549896240234
2018-06-22,85.07589721679688
2018-06-23,82.60369873046875
2018-06-24,80.777099609375
2018-06-25,81.8333969116211
2018-06-26,76.86669921875
2018-06-27,80.65969848632812
2018-06-28,74.92980194091797
2018-06-29,78.7688980102539
2018-06-30,81.3740005493164
2018-07-01,80.2428970336914
2018-07-02,85.2571029663086
2018-07-03,85.10130310058594
2018-07-04,85.49400329589844
2018-07-05,83.76000213623047
2018-07-06,83.37809753417969
2018-07-07,86.20189666748047
2018-07-08,82.39600372314453
2018-07-09,80.85759735107422
2018-07-10,76.08350372314453
2018-07-11,78.69989776611328
2018-07-12,76.80860137939453
2018-07-13,76.94249725341797
2018-07-14,76.72239685058594
2018-07-15,78.93900299072266
2018-07-16,84.59590148925781
2018-07-17,89.80609893798828
2018-07-18,86.96209716796875
2018-07-19,86.6677017211914
2018-07-20,82.75460052490234
2018-07-21,84.46389770507812
2018-07-22,83.15619659423828
2018-07-23,82.43319702148438
2018-07-24,89.28520202636719
2018-07-25,86.28170013427734
2018-07-26,84.02749633789062
2018-07-27,84.4636001586914
2018-07-28,83.6240005493164
2018-07-29,84.08409881591797
2018-07-30,82.84989929199219
2018-07-31,79.70230102539062
2018-08-01,77.85559844970703
2018-08-02,76.13880157470703
2018-08-03,77.5354995727539
2018-08-04,73.19869995117188
2018-08-05,74.58940124511719
2018-08-06,73.88829803466797
2018-08-07,68.17030334472656
2018-08-08,62.49039840698242
2018-08-09,63.98080062866211
2018-08-10,59.39400100708008
2018-08-11,58.359100341796875
2018-08-12,59.32809829711914
2018-08-13,56.848201751708984
2018-08-14,54.55939865112305
2018-08-15,54.50040054321289
2018-08-16,55.361900329589844
2018-08-17,61.514400482177734
2018-08-18,57.275699615478516
2018-08-19,57.93899917602539
2018-08-20,53.99620056152344
2018-08-21,56.35020065307617
2018-08-22,55.318599700927734
2018-08-23,57.543399810791016
2018-08-24,57.9297981262207
2018-08-25,57.907901763916016
2018-08-26,57.33409881591797
2018-08-27,60.249900817871094
2018-08-28,63.02439880371094
2018-08-29,61.7672004699707
2018-08-30,60.31520080566406
2018-08-31,61.925498962402344
2018-09-01,65.95099639892578
2018-09-02,65.64939880371094
2018-09-03,65.37319946289062
2018-09-04,67.70989990234375
2018-09-05,58.43769836425781
2018-09-06,57.48619842529297
2018-09-07,56.19779968261719
2018-09-08,53.244598388671875
2018-09-09,54.924198150634766
2018-09-10,54.59579849243164
2018-09-11,52.3672981262207
2018-09-12,51.65660095214844
2018-09-13,54.536399841308594
2018-09-14,56.576499938964844
2018-09-15,56.71310043334961
2018-09-16,56.97269821166992
2018-09-17,52.54050064086914
2018-09-18,54.097198486328125
2018-09-19,54.33449935913086
2018-09-20,56.6343994140625
2018-09-21,60.722801208496094
2018-09-22,60.43659973144531
2018-09-23,61.36640167236328
2018-09-24,57.96910095214844
2018-09-25,57.537601470947266
2018-09-26,57.39550018310547
2018-09-27,62.979400634765625
2018-09-28,61.89509963989258
2018-09-29,61.60689926147461
2018-09-30,61.14189910888672
2018-10-01,60.208099365234375
2018-10-02,59.70539855957031
2018-10-03,57.477500915527344
2018-10-04,58.27949905395508
2018-10-05,58.76620101928711
2018-10-06,57.84410095214844
2018-10-07,58.160301208496094
2018-10-08,59.412601470947266
2018-10-09,58.71329879760742
2018-10-10,57.9818000793457
2018-10-11,51.233001708984375
2018-10-12,53.551700592041016
2018-10-13,53.45180130004883
2018-10-14,52.187400817871094
2018-10-15,54.879600524902344
2018-10-16,54.068199157714844
2018-10-17,53.67210006713867
2018-10-18,52.52690124511719
2018-10-19,53.02009963989258
2018-10-20,53.36280059814453
2018-10-21,52.91579818725586
2018-10-22,52.20389938354492
2018-10-23,52.54130172729492
2018-10-24,52.51499938964844
2018-10-25,52.23460006713867
2018-10-26,52.098899841308594
2018-10-27,51.93199920654297
2018-10-28,51.9375
2018-10-29,49.0713996887207
2018-10-30,49.23910140991211
2018-10-31,49.44150161743164
2018-11-01,50.27190017700195
2018-11-02,51.3306999206543
2018-11-03,50.9734001159668
2018-11-04,53.61249923706055
2018-11-05,53.54629898071289
2018-11-06,55.945098876953125
2018-11-07,54.188899993896484
2018-11-08,52.3734016418457
2018-11-09,51.895999908447266
2018-11-10,52.401798248291016
2018-11-11,51.364898681640625
2018-11-12,50.64820098876953
2018-11-13,49.69660186767578
2018-11-14,43.610801696777344
2018-11-15,43.948299407958984
2018-11-16,42.458900451660156
2018-11-17,41.92890167236328
2018-11-18,42.32789993286133
2018-11-19,36.6411018371582
2018-11-20,33.0442008972168
2018-11-21,34.67060089111328
2018-11-22,32.195098876953125
2018-11-23,32.159698486328125
2018-11-24,29.21769905090332
2018-11-25,30.892200469970703
2018-11-26,29.410999298095703
2018-11-27,31.06879997253418
2018-11-28,34.6265983581543
2018-11-29,33.797447204589844
2018-11-30,32.064762115478516
2018-12-01,34.340736389160156
2018-12-02,33.71315002441406
2018-12-03,31.07280158996582
2018-12-04,31.186124801635742
2018-12-05,29.295238494873047
2018-12-06,26.943660736083984
2018-12-07,25.272584915161133
2018-12-08,24.864017486572266
2018-12-09,25.947023391723633
2018-12-10,24.617799758911133
2018-12-11,23.802383422851562
2018-12-12,24.49382972717285
2018-12-13,23.668861389160156
2018-12-14,23.464330673217773
2018-12-15,23.782424926757812
2018-12-16,25.597209930419922
2018-12-17,29.268890380859375
2018-12-18,30.14215660095215
2018-12-19,29.68278694152832
2018-12-20,32.816871643066406
2018-12-21,30.79661750793457
2018-12-22,31.855911254882812
2018-12-23,33.45967483520508
2018-12-24,33.1966667175293
2018-12-25,31.134328842163086
2018-12-26,30.98590087890625
2018-12-27,28.29450798034668
2018-12-28,32.51082992553711
2018-12-29,31.56500244140625
2018-12-30,31.976516723632812
2018-12-31,30.468223571777344
2019-01-01,31.979930877685547
2019-01-02,33.43368148803711
2019-01-03,32.02669906616211
2019-01-04,32.40416717529297
2019-01-05,34.936866760253906
2019-01-06,39.29885482788086
2019-01-07,37.8062744140625
2019-01-08,39.47971725463867
2019-01-09,38.98553466796875
2019-01-10,33.86600875854492
2019-01-11,32.32762908935547
2019-01-12,32.38442611694336
2019-01-13,30.332897186279297
2019-01-14,32.35824203491211
2019-01-15,31.507068634033203
2019-01-16,31.82341766357422
2019-01-17,31.88865089416504
2019-01-18,31.311487197875977
2019-01-19,32.550724029541016
2019-01-20,31.176406860351562
2019-01-21,31.21286964416504
2019-01-22,31.684425354003906
2019-01-23,32.001956939697266
2019-01-24,32.77610778808594
2019-01-25,32.9818115234375
2019-01-26,33.1505241394043
2019-01-27,32.59283447265625
2019-01-28,31.19925880432129
2019-01-29,31.097110748291016
2019-01-30,31.930953979492188
2019-01-31,31.652175903320312
2019-02-01,32.82707977294922
2019-02-02,34.39482879638672
2019-02-03,33.43925476074219
2019-02-04,34.10862731933594
2019-02-05,34.25664520263672
2019-02-06,32.932987213134766
2019-02-07,33.22241973876953
2019-02-08,43.4647216796875
2019-02-09,44.790283203125
2019-02-10,46.82740783691406
2019-02-11,43.18254089355469
2019-02-12,43.92864227294922
2019-02-13,41.997642517089844
2019-02-14,41.64054870605469
2019-02-15,42.699668884277344
2019-02-16,43.59476089477539
2019-02-17,43.928367614746094
2019-02-18,48.043174743652344
2019-02-19,47.86467742919922
2019-02-20,51.78596496582031
2019-02-21,49.1515998840332
2019-02-22,49.80573272705078
2019-02-23,51.68092727661133
2019-02-24,44.678592681884766
2019-02-25,46.21306610107422
2019-02-26,45.49113082885742
2019-02-27,45.581424713134766
2019-02-28,46.23725509643555
2019-03-01,47.487239837646484
2019-03-02,49.01536560058594
2019-03-03,48.38032150268555
2019-03-04,46.43203353881836
2019-03-05,53.1324577331543
2019-03-06,55.784278869628906
2019-03-07,57.18903350830078
2019-03-08,56.09954833984375
2019-03-09,58.086891174316406
2019-03-10,57.18186569213867
2019-03-11,55.42021560668945
2019-03-12,56.99705505371094
2019-03-13,55.93318557739258
2019-03-14,56.58418273925781
2019-03-15,58.9892578125
2019-03-16,61.84475326538086
2019-03-17,61.243778228759766
2019-03-18,60.26480484008789
2019-03-19,60.61556625366211
2019-03-20,60.8465461730957
2019-03-21,59.378326416015625
2019-03-22,59.82400131225586
2019-03-23,61.34861373901367
2019-03-24,60.223876953125
2019-03-25,59.49673843383789
2019-03-26,59.343528747558594
2019-03-27,62.25143051147461
2019-03-28,61.17048645019531
2019-03-29,61.301612854003906
2019-03-30,60.62196350097656
2019-03-31,60.75539779663086
2019-04-01,60.67799377441406
2019-04-02,76.1932601928711
2019-04-03,84.92193603515625
2019-04-04,84.98090362548828
2019-04-05,88.67786407470703
2019-04-06,92.57341766357422
2019-04-07,92.31237030029297
2019-04-08,89.4930419921875
2019-04-09,86.7869644165039
2019-04-10,88.37773895263672
2019-04-11,79.67799377441406
2019-04-12,78.96395874023438
2019-04-13,78.22130584716797
2019-04-14,82.9375228881836
2019-04-15,79.05470275878906
2019-04-16,81.34928131103516
2019-04-17,79.32746887207031
2019-04-18,82.07487487792969
2019-04-19,82.56922149658203
2019-04-20,81.51249694824219
2019-04-21,77.33155822753906
2019-04-22,76.94807434082031
2019-04-23,74.84502410888672
2019-04-24,73.30894470214844
2019-04-25,71.24811553955078
2019-04-26,73.11534881591797
2019-04-27,72.12090301513672
2019-04-28,69.72679901123047
2019-04-29,67.96038055419922
2019-04-30,74.28087615966797
2019-05-01,73.65776824951172
2019-05-02,73.77717590332031
2019-05-03,79.32653045654297
2019-05-04,78.0638427734375
2019-05-05,75.98436737060547
2019-05-06,74.98275756835938
2019-05-07,74.69300079345703
2019-05-08,74.62028503417969
2019-05-09,74.17713928222656
2019-05-10,77.1666488647461
2019-05-11,89.22225952148438
2019-05-12,84.56551361083984
2019-05-13,88.05823516845703
2019-05-14,91.62040710449219
2019-05-15,101.74456787109375
2019-05-16,95.58558654785156
2019-05-17,88.99523162841797
2019-05-18,86.70018768310547
2019-05-19,95.32119750976562
2019-05-20,91.4936752319336
2019-05-21,91.50775146484375
2019-05-22,88.2105712890625
2019-05-23,89.17677307128906
2019-05-24,99.90303039550781
2019-05-25,102.67231750488281
2019-05-26,111.4186019897461
2019-05-27,118.03260040283203
2019-05-28,114.93115997314453
2019-05-29,115.08123016357422
2019-05-30,108.79557800292969
2019-05-31,114.53695678710938
2019-06-01,112.61927032470703
2019-06-02,114.70283508300781
2019-06-03,107.46857452392578
2019-06-04,102.08782196044922
2019-06-05,103.84928894042969
2019-06-06,111.10722351074219
2019-06-07,117.3744125366211
2019-06-08,118.55203247070312
2019-06-09,115.1323013305664
2019-06-10,129.07144165039062
2019-06-11,136.0297393798828
2019-06-12,135.65374755859375
2019-06-13,131.3517608642578
2019-06-14,133.0532684326172
2019-06-15,138.12709045410156
2019-06-16,137.12225341796875
2019-06-17,134.43809509277344
2019-06-18,135.1587371826172
2019-06-19,136.6031951904297
2019-06-20,135.47984313964844
2019-06-21,138.88375854492188
2019-06-22,141.90304565429688
2019-06-23,136.88217163085938
2019-06-24,135.5327606201172
2019-06-25,136.48939514160156
2019-06-26,131.2650909423828
2019-06-27,114.40476989746094
2019-06-28,120.15009307861328
2019-06-29,133.66278076171875
2019-06-30,122.24911499023438
2019-07-01,122.5837173461914
2019-07-02,119.24369812011719
2019-07-03,122.56411743164062
2019-07-04,119.97692108154297
2019-07-05,118.35250854492188
2019-07-06,117.82362365722656
2019-07-07,120.32087707519531
2019-07-08,123.28548431396484
2019-07-09,119.43281555175781
2019-07-10,108.50025939941406
2019-07-11,102.64430236816406
2019-07-12,105.30005645751953
2019-07-13,101.02479553222656
2019-07-14,89.77047729492188
2019-07-15,90.9229736328125
2019-07-16,79.49993133544922
2019-07-17,89.81072235107422
2019-07-18,101.08541870117188
2019-07-19,98.40265655517578
2019-07-20,100.60993957519531
2019-07-21,99.6275863647461
2019-07-22,95.41738891601562
2019-07-23,90.62262725830078
2019-07-24,94.3096694946289
2019-07-25,93.44631958007812
2019-07-26,94.30501556396484
2019-07-27,88.88902282714844
2019-07-28,89.76933288574219
2019-07-29,90.42642211914062
2019-07-30,90.56694793701172
2019-07-31,98.50957489013672
2019-08-01,99.17972564697266
2019-08-02,94.94129180908203
2019-08-03,94.58087921142578
2019-08-04,93.20378112792969
2019-08-05,96.83464813232422
2019-08-06,93.06971740722656
2019-08-07,90.91259765625
2019-08-08,90.03160858154297
2019-08-09,84.43937683105469
2019-08-10,85.41947937011719
2019-08-11,89.75267028808594
2019-08-12,85.74922943115234
2019-08-13,84.40614318847656
2019-08-14,76.06498718261719
2019-08-15,76.38897705078125
2019-08-16,74.92015075683594
2019-08-17,72.79772186279297
2019-08-18,76.26995086669922
2019-08-19,77.26319122314453
2019-08-20,75.19656372070312
2019-08-21,72.96495056152344
2019-08-22,73.59859466552734
2019-08-23,75.40281677246094
2019-08-24,73.46361541748047
2019-08-25,72.30814361572266
2019-08-26,73.857177734375
2019-08-27,72.83622741699219
2019-08-28,67.42554473876953
2019-08-29,64.09805297851562
2019-08-30,64.33297729492188
2019-08-31,64.5760498046875
2019-09-01,66.14472198486328
2019-09-02,66.94495391845703
2019-09-03,69.12925720214844
2019-09-04,67.28562927246094
2019-09-05,65.39556884765625
2019-09-06,65.22820281982422
2019-09-07,69.03871154785156
2019-09-08,70.54936981201172
2019-09-09,70.1922378540039
2019-09-10,70.82339477539062
2019-09-11,69.9221420288086
2019-09-12,69.2250747680664
2019-09-13,68.98861694335938
2019-09-14,70.56230163574219
2019-09-15,70.31517791748047
2019-09-16,72.57311248779297
2019-09-17,74.22122955322266
2019-09-18,77.96913146972656
2019-09-19,77.05962371826172
2019-09-20,75.14909362792969
2019-09-21,73.51652526855469
2019-09-22,72.61611938476562
2019-09-23,66.85189056396484
2019-09-24,55.823638916015625
2019-09-25,57.65800857543945
2019-09-26,55.540618896484375
2019-09-27,56.36084747314453
2019-09-28,55.682247161865234
2019-09-29,54.31954574584961
2019-09-30,56.056907653808594
2019-10-01,56.058074951171875
2019-10-02,56.50892639160156
2019-10-03,56.54681396484375
2019-10-04,56.85321044921875
2019-10-05,56.8438720703125
2019-10-06,55.41156768798828
2019-10-07,57.788299560546875
2019-10-08,57.39858627319336
2019-10-09,59.43086624145508
2019-10-10,57.776084899902344
2019-10-11,56.29697036743164
2019-10-12,55.98286819458008
2019-10-13,56.71399688720703
2019-10-14,56.97540283203125
2019-10-15,54.94420623779297
2019-10-16,52.9231071472168
2019-10-17,54.88447570800781
2019-10-18,53.49169158935547
2019-10-19,54.03457260131836
2019-10-20,54.93437957763672
2019-10-21,54.938297271728516
2019-10-22,53.744361877441406
2019-10-23,49.62795639038086
2019-10-24,50.067665100097656
2019-10-25,56.93901062011719
2019-10-26,56.77525329589844
2019-10-27,59.91399002075195
2019-10-28,58.12683868408203
2019-10-29,59.869625091552734
2019-10-30,58.42097091674805
2019-10-31,58.78068542480469
2019-11-01,58.58364486694336
2019-11-02,58.59702682495117
2019-11-03,58.62519073486328
2019-11-04,61.573055267333984
2019-11-05,63.302764892578125
2019-11-06,64.26874542236328
2019-11-07,61.843223571777344
2019-11-08,60.5299186706543
2019-11-09,61.9547119140625
2019-11-10,63.84146499633789
2019-11-11,61.89910888671875
2019-11-12,61.34029769897461
2019-11-13,61.11134719848633
2019-11-14,59.429893493652344
2019-11-15,57.811710357666016
2019-11-16,58.56543731689453
2019-11-17,59.57322692871094
2019-11-18,56.80094909667969
2019-11-19,55.623985290527344
2019-11-20,55.290924072265625
2019-11-21,50.883052825927734
2019-11-22,47.615535736083984
2019-11-23,48.70648956298828
2019-11-24,44.73422622680664
2019-11-25,45.83033752441406
2019-11-26,47.27334213256836
2019-11-27,48.00880432128906
2019-11-28,47.056949615478516
2019-11-29,48.87915802001953
2019-11-30,47.47542953491211
2019-12-01,47.7111701965332
2019-12-02,45.8170166015625
2019-12-03,45.3816032409668
2019-12-04,45.19295120239258
2019-12-05,45.301639556884766
2019-12-06,45.67012023925781
2019-12-07,45.6404914855957
2019-12-08,45.952945709228516
2019-12-09,44.93924331665039
2019-12-10,44.64424133300781
2019-12-11,43.94569778442383
2019-12-12,44.08216857910156
2019-12-13,44.45058059692383
2019-12-14,43.72218704223633
2019-12-15,43.75682830810547
2019-12-16,40.37425994873047
2019-12-17,37.08342742919922
2019-12-18,40.77854537963867
2019-12-19,39.92029571533203
2019-12-20,40.290157318115234
2019-12-21,39.996829986572266
2019-12-22,41.96519088745117
2019-12-23,40.84747314453125
2019-12-24,40.678016662597656
2019-12-25,40.62956237792969
2019-12-26,40.26603698730469
2019-12-27,41.17817306518555
2019-12-28,42.84252166748047
2019-12-29,43.670658111572266
2019-12-30,42.747337341308594
2019-12-31,41.34007263183594
2020-01-01,42.01771926879883
2020-01-02,39.82301330566406
2020-01-03,42.41557312011719
2020-01-04,43.32660675048828
2020-01-05,43.55320739746094
2020-01-06,45.81635284423828
2020-01-07,46.424583435058594
2020-01-08,45.65376663208008
2020-01-09,45.2159309387207
2020-01-10,48.72732925415039
2020-01-11,49.26376724243164
2020-01-12,51.08073806762695
2020-01-13,49.733768463134766
